sentence, entity type + position
Japanese industry has made great advances since the war.,"[[0, 8, 'MISC']]"
A Japanese child is a member of a group even while sleeping.,"[[2, 10, 'MISC']]"
Japanese children watch television more than English children.,"[[0, 8, 'MISC'], [45, 52, 'MISC']]"
Japanese children watch television more than English children.,"[[0, 8, 'MISC'], [45, 52, 'MISC']]"
Criticisms that Japan's market is closed are just sour grapes.,"[[0, 10, 'PER'], [16, 23, 'PER']]"
Criticisms that Japan's market is closed are just sour grapes.,"[[0, 10, 'PER'], [16, 23, 'PER']]"
Japan's money power has a global reach now.,"[[0, 7, 'MISC']]"
Japanese automakers are investing heavily in new plant and equipment.,"[[0, 8, 'MISC']]"
Japan's inflation-adjusted GNP growth rate was 5%.,"[[0, 7, 'PER']]"
New models of Japanese cars usually come out in the spring.,"[[14, 22, 'MISC']]"
Japanese young people like rock and jazz.,"[[0, 8, 'MISC']]"
The young men of Japan are apt to jump on the bandwagon.,"[[17, 22, 'LOC']]"
Some Japanese wives are content to leave their husbands alone.,"[[5, 13, 'MISC']]"
"The main islands of Japan are Hokkaido, Shikoku, Honshu and Kyushu.","[[20, 25, 'LOC'], [30, 38, 'LOC'], [40, 47, 'LOC'], [49, 55, 'LOC'], [60, 67, 'LOC']]"
"The main islands of Japan are Hokkaido, Shikoku, Honshu and Kyushu.","[[20, 25, 'LOC'], [30, 38, 'LOC'], [40, 47, 'LOC'], [49, 55, 'LOC'], [60, 67, 'LOC']]"
"The main islands of Japan are Hokkaido, Shikoku, Honshu and Kyushu.","[[20, 25, 'LOC'], [30, 38, 'LOC'], [40, 47, 'LOC'], [49, 55, 'LOC'], [60, 67, 'LOC']]"
"The main islands of Japan are Hokkaido, Shikoku, Honshu and Kyushu.","[[20, 25, 'LOC'], [30, 38, 'LOC'], [40, 47, 'LOC'], [49, 55, 'LOC'], [60, 67, 'LOC']]"
"The main islands of Japan are Hokkaido, Shikoku, Honshu and Kyushu.","[[20, 25, 'LOC'], [30, 38, 'LOC'], [40, 47, 'LOC'], [49, 55, 'LOC'], [60, 67, 'LOC']]"
The main crop of Japan is rice.,"[[17, 22, 'LOC']]"
The capital of Japan is Tokyo.,"[[15, 20, 'LOC'], [24, 30, 'LOC']]"
The capital of Japan is Tokyo.,"[[15, 20, 'LOC'], [24, 30, 'LOC']]"
In Japan women assume the greater load of responsibility for childcare.,"[[3, 8, 'LOC']]"
Japanese women tend to look tiny and delicate.,"[[0, 8, 'MISC']]"
Japanese women carry their babies on their backs.,"[[0, 8, 'MISC']]"
Japanese women get married at 25 on average.,"[[0, 8, 'MISC']]"
Japanese women marry at 26 on average. It is no mystery that the birthrate is declining.,"[[0, 8, 'MISC']]"
How many different pieces are there in Japanese chess?,"[[39, 47, 'MISC']]"
The prospects for Japan's future look dismal.,"[[18, 23, 'LOC']]"
I worry more about you than the future of Japan.,"[[42, 47, 'LOC']]"
Japanese consumers are watching closely the U.S. government's efforts to make Japan dismantle various restrictions on imports of foreign goods into the country.,"[[0, 8, 'MISC'], [44, 48, 'LOC'], [78, 83, 'LOC']]"
Japanese consumers are watching closely the U.S. government's efforts to make Japan dismantle various restrictions on imports of foreign goods into the country.,"[[0, 8, 'MISC'], [44, 48, 'LOC'], [78, 83, 'LOC']]"
Japanese consumers are watching closely the U.S. government's efforts to make Japan dismantle various restrictions on imports of foreign goods into the country.,"[[0, 8, 'MISC'], [44, 48, 'LOC'], [78, 83, 'LOC']]"
Do you have any Japanese foods?,"[[16, 24, 'MISC']]"
Do you have any Japanese newspapers?,"[[16, 24, 'MISC']]"
"If someone wants the ceremony to be held in accordance with Japanese Shinto ritual, then that is possible at this church.","[[60, 68, 'MISC']]"
This is a Japanese doll.,"[[10, 18, 'MISC']]"
The population of Japan is larger than that of New Zealand.,"[[18, 23, 'LOC'], [47, 58, 'LOC']]"
The population of Japan is larger than that of New Zealand.,"[[18, 23, 'LOC'], [47, 58, 'LOC']]"
The population of Japan is less than America.,"[[18, 23, 'LOC'], [37, 45, 'LOC']]"
The population of Japan is less than America.,"[[18, 23, 'LOC'], [37, 45, 'LOC']]"
Japan's population is larger than that of Britain and France put together.,"[[0, 7, 'LOC'], [42, 49, 'LOC'], [54, 60, 'LOC']]"
Japan's population is larger than that of Britain and France put together.,"[[0, 7, 'LOC'], [42, 49, 'LOC'], [54, 60, 'LOC']]"
Japan's population is larger than that of Britain and France put together.,"[[0, 7, 'LOC'], [42, 49, 'LOC'], [54, 60, 'LOC']]"
The population of Japan is larger than that of Britain.,"[[18, 23, 'LOC'], [47, 54, 'LOC']]"
The population of Japan is larger than that of Britain.,"[[18, 23, 'LOC'], [47, 54, 'LOC']]"
The population of Japan is much larger than that of Australia.,"[[18, 23, 'LOC'], [52, 62, 'LOC']]"
The population of Japan is much larger than that of Australia.,"[[18, 23, 'LOC'], [52, 62, 'LOC']]"
What is the population of Japan?,"[[26, 32, 'LOC']]"
The population of Japan is one-eighth as that of China.,"[[18, 23, 'LOC'], [49, 55, 'LOC']]"
The population of Japan is one-eighth as that of China.,"[[18, 23, 'LOC'], [49, 55, 'LOC']]"
The population of Japan is about 120 million.,"[[18, 23, 'LOC']]"
Politicians in Japan sometimes get away with doing illegal things.,"[[15, 20, 'LOC']]"
Japan's import of manufactured goods has increased considerably.,"[[0, 5, 'LOC']]"
Japan is a famous come-back story after Would War II.,"[[0, 5, 'LOC'], [40, 53, 'MISC']]"
Japan is a famous come-back story after Would War II.,"[[0, 5, 'LOC'], [40, 53, 'MISC']]"
Do you know the total population of Japan?,"[[36, 42, 'LOC']]"
Many rivers in Japan are polluted by waste water from factories.,"[[15, 20, 'LOC']]"
Many young Japanese people are drifting aimlessly in life.,"[[11, 19, 'MISC']]"
"It is often said that Japanese universities are difficult to enter, but easy to graduate from.","[[22, 30, 'MISC']]"
Japanese men still like baseball better than soccer.,"[[0, 8, 'MISC']]"
Land prices are sky-high in Japan.,"[[28, 33, 'LOC']]"
The Japanese currency has appreciated against the U.S. dollar by more than 25% over the past year.,"[[4, 12, 'MISC'], [50, 54, 'LOC']]"
The Japanese currency has appreciated against the U.S. dollar by more than 25% over the past year.,"[[4, 12, 'MISC'], [50, 54, 'LOC']]"
A Japanese garden usually has a pond in it.,"[[2, 10, 'MISC']]"
The railroad system in Japan is said to be wonderful.,"[[23, 28, 'LOC']]"
The climate of Japan is as warm as that of China.,"[[15, 20, 'LOC'], [43, 49, 'LOC']]"
The climate of Japan is as warm as that of China.,"[[15, 20, 'LOC'], [43, 49, 'LOC']]"
The Japanese telephone system is highly efficient.,"[[4, 12, 'MISC']]"
There are no easy answers to the land problem in Japan.,"[[49, 54, 'LOC']]"
"I'm from Tokyo, Japan.","[[9, 14, 'LOC'], [16, 21, 'LOC']]"
"I'm from Tokyo, Japan.","[[9, 14, 'LOC'], [16, 21, 'LOC']]"
"I'd like to make a call to Tokyo, Japan. The number is 3202-5625.","[[27, 32, 'LOC'], [34, 39, 'LOC']]"
"I'd like to make a call to Tokyo, Japan. The number is 3202-5625.","[[27, 32, 'LOC'], [34, 39, 'LOC']]"
"In feudal Japan, the lord with the largest land holdings was called a ""daimyo.""","[[10, 15, 'LOC']]"
Prices have risen in Japan and Tokyo is very expensive to live in.,"[[21, 26, 'LOC'], [31, 36, 'LOC']]"
Prices have risen in Japan and Tokyo is very expensive to live in.,"[[21, 26, 'LOC'], [31, 36, 'LOC']]"
Japan's rice market is closed to imports.,"[[0, 7, 'PER']]"
Japan's dependence on foreign trade is not necessarily very high as a percentage of GNP.,"[[0, 7, 'PER']]"
Japan's trade surplus soared to a record high.,"[[0, 7, 'LOC']]"
The people who live in the north of Japan enjoy skiing in the winter in the snow.,"[[36, 41, 'LOC']]"
Japanese comics have boomed on a large scale.,"[[0, 8, 'MISC']]"
Japan's problem has been that she has continued to view international relations as an extension of her hierarchical interpersonal relations at home.,"[[0, 7, 'PER']]"
Can I call my friend in Japan?,"[[24, 30, 'LOC']]"
Japanese parents are not keen to talk about their own children.,"[[0, 8, 'MISC']]"
Which one of Japan's historical characters do you identify yourself with?,"[[13, 18, 'LOC']]"
"Japan is, as it were, his second home.","[[0, 5, 'LOC']]"
"Japan is a service economy, in which services account for more than 50% of the GNP.","[[0, 5, 'LOC']]"
Japan is abundant in water and people.,"[[0, 5, 'LOC']]"
Japan trades with lots of countries in the world.,"[[0, 5, 'LOC']]"
Japan plays a key role in the world economy.,"[[0, 5, 'LOC']]"
Japan is not what it was ten years ago.,"[[0, 5, 'LOC']]"
"Japan declared war on the United States in December, 1941.","[[0, 5, 'LOC'], [26, 39, 'LOC']]"
"Japan declared war on the United States in December, 1941.","[[0, 5, 'LOC'], [26, 39, 'LOC']]"
Japan was the world's largest donor of ODA in 1991.,"[[0, 5, 'LOC'], [39, 42, 'ORG']]"
Japan was the world's largest donor of ODA in 1991.,"[[0, 5, 'LOC'], [39, 42, 'ORG']]"
Japan is now very different from what it was twenty years ago.,"[[0, 5, 'LOC']]"
Japan consists of four main islands and many other smaller islands.,"[[0, 5, 'LOC']]"
"Japan consists of four major islands and over 3,000 small islands, and is about equal to California in area.","[[0, 5, 'LOC'], [89, 99, 'LOC']]"
"Japan consists of four major islands and over 3,000 small islands, and is about equal to California in area.","[[0, 5, 'LOC'], [89, 99, 'LOC']]"
Japan is very different from what it was fifty years ago.,"[[0, 5, 'LOC']]"
Japan is in East Asia.,"[[0, 5, 'LOC'], [12, 22, 'LOC']]"
Japan is in East Asia.,"[[0, 5, 'LOC'], [12, 22, 'LOC']]"
Japan began to import rice from the United States.,"[[0, 5, 'LOC'], [36, 49, 'LOC']]"
Japan began to import rice from the United States.,"[[0, 5, 'LOC'], [36, 49, 'LOC']]"
Japan is doing a lot of trade with the U.S.,"[[0, 5, 'LOC'], [39, 43, 'LOC']]"
Japan is doing a lot of trade with the U.S.,"[[0, 5, 'LOC'], [39, 43, 'LOC']]"
Japan is the largest importer of U.S. farm products.,"[[0, 5, 'LOC'], [33, 37, 'LOC']]"
Japan is the largest importer of U.S. farm products.,"[[0, 5, 'LOC'], [33, 37, 'LOC']]"
"Compared with America or China, Japan is a small country.","[[14, 21, 'LOC'], [25, 30, 'LOC'], [32, 37, 'LOC']]"
"Compared with America or China, Japan is a small country.","[[14, 21, 'LOC'], [25, 30, 'LOC'], [32, 37, 'LOC']]"
"Compared with America or China, Japan is a small country.","[[14, 21, 'LOC'], [25, 30, 'LOC'], [32, 37, 'LOC']]"
Japan relies on Arab countries for oil.,"[[0, 5, 'LOC'], [16, 20, 'MISC']]"
Japan relies on Arab countries for oil.,"[[0, 5, 'LOC'], [16, 20, 'MISC']]"
How do you like Japan?,"[[16, 22, 'ORG']]"
Japan does a lot of trade with Britain.,"[[0, 5, 'LOC'], [31, 39, 'LOC']]"
Japan does a lot of trade with Britain.,"[[0, 5, 'LOC'], [31, 39, 'LOC']]"
Japan has caught up with America in some fields.,"[[0, 5, 'LOC'], [25, 32, 'LOC']]"
Japan has caught up with America in some fields.,"[[0, 5, 'LOC'], [25, 32, 'LOC']]"
Japan is lacking in raw materials.,"[[0, 5, 'LOC']]"
Japan is ahead of other advanced countries in electronics.,"[[0, 5, 'LOC']]"
Japan has been one of the greatest beneficiaries of the free trade system under the GATT regime.,"[[0, 5, 'LOC'], [84, 88, 'ORG']]"
Japan has been one of the greatest beneficiaries of the free trade system under the GATT regime.,"[[0, 5, 'LOC'], [84, 88, 'ORG']]"
Japan does a lot of trade with Canada.,"[[0, 5, 'LOC'], [31, 37, 'LOC']]"
Japan does a lot of trade with Canada.,"[[0, 5, 'LOC'], [31, 37, 'LOC']]"
Japan has a lot of trade with Canada.,"[[0, 5, 'LOC'], [30, 36, 'LOC']]"
Japan has a lot of trade with Canada.,"[[0, 5, 'LOC'], [30, 36, 'LOC']]"
Japan is not as large as Canada.,"[[0, 5, 'LOC'], [25, 31, 'LOC']]"
Japan is not as large as Canada.,"[[0, 5, 'LOC'], [25, 31, 'LOC']]"
Japan is smaller than Canada.,"[[0, 5, 'LOC'], [22, 28, 'LOC']]"
Japan is smaller than Canada.,"[[0, 5, 'LOC'], [22, 28, 'LOC']]"
Japan imports oranges from California.,"[[0, 5, 'LOC'], [27, 37, 'LOC']]"
Japan imports oranges from California.,"[[0, 5, 'LOC'], [27, 37, 'LOC']]"
Japan will soon start to engage in the exploration of the universe.,"[[0, 5, 'LOC']]"
Japan can thus make a contribution in the fields of culture and education.,"[[0, 5, 'LOC']]"
That is not the case in Japan.,"[[24, 29, 'LOC']]"
Japan feels it got shafted in the negotiations.,"[[0, 5, 'LOC']]"
Japan recognized the new government of that country.,"[[0, 5, 'LOC']]"
Japan is at peace with her neighbors.,"[[0, 5, 'LOC']]"
Japan has a lot of beautiful mountains.,"[[0, 5, 'LOC']]"
What will become of Japan?,"[[20, 26, 'LOC']]"
Japan is highly competitive in high technology industries.,"[[0, 5, 'LOC']]"
Japan may appear to be peaceful and tranquil on the surface but the fact is that there are a lot of deep-rooted problems.,"[[0, 5, 'LOC']]"
Japanese people take three meals a day.,"[[0, 8, 'MISC']]"
Japan has a mild climate.,"[[0, 5, 'LOC']]"
What is Japan noted for?,"[[8, 13, 'LOC']]"
Japan is hot and sticky in summer.,"[[0, 5, 'LOC']]"
Japan is made up of volcanic islands.,"[[0, 5, 'LOC']]"
Japan is surrounded by sea.,"[[0, 5, 'LOC']]"
Japan imports various raw materials from abroad.,"[[0, 5, 'LOC']]"
Japan guaranteed a 2 billion yen aid package to developing countries.,"[[0, 5, 'LOC']]"
Japan has been urged to alter her diplomatic policies.,"[[0, 5, 'LOC']]"
Japan is unique among the Asian countries in having modernized completely.,"[[0, 5, 'LOC'], [26, 31, 'MISC']]"
Japan is unique among the Asian countries in having modernized completely.,"[[0, 5, 'LOC'], [26, 31, 'MISC']]"
Japan is a mighty nation.,"[[0, 5, 'LOC']]"
Japan is full of surprises!,"[[0, 5, 'LOC']]"
Japan came under American pressure to open its financial market.,"[[0, 5, 'LOC'], [17, 25, 'MISC']]"
Japan came under American pressure to open its financial market.,"[[0, 5, 'LOC'], [17, 25, 'MISC']]"
Japan is famous for her scenic beauty.,"[[0, 5, 'LOC']]"
Japan has to reconstruct its economy.,"[[0, 5, 'LOC']]"
Japan has economically become a powerful nation.,"[[0, 5, 'LOC']]"
Japan has to import most of its raw materials.,"[[0, 5, 'LOC']]"
Japan depends on overseas countries for the supply of raw cotton.,"[[0, 5, 'LOC']]"
Japan depends on imports for raw materials.,"[[0, 5, 'LOC']]"
Japan is confronted with severe economic problems.,"[[0, 5, 'LOC']]"
Japan will need more labor to cope with its declining birthrate.,"[[0, 5, 'LOC']]"
Japan has undergone a drastic change as a result of industrialization.,"[[0, 5, 'LOC']]"
Japan is an industrial nation.,"[[0, 5, 'LOC']]"
Japan is trying to cope with the aging of its population.,"[[0, 5, 'LOC']]"
Japan is expected to play a greater role in international society.,"[[0, 5, 'LOC']]"
Japan seceded from the League of Nations in 1933.,"[[0, 5, 'LOC'], [23, 40, 'ORG']]"
Japan seceded from the League of Nations in 1933.,"[[0, 5, 'LOC'], [23, 40, 'ORG']]"
Japan stood with the United States at the U. N. Assembly.,"[[0, 5, 'LOC'], [21, 34, 'LOC'], [42, 57, 'LOC']]"
Japan stood with the United States at the U. N. Assembly.,"[[0, 5, 'LOC'], [21, 34, 'LOC'], [42, 57, 'LOC']]"
Japan stood with the United States at the U. N. Assembly.,"[[0, 5, 'LOC'], [21, 34, 'LOC'], [42, 57, 'LOC']]"
Japan is still struggling to emerge from recession.,"[[0, 5, 'LOC']]"
Japan has produced more cars than ever this year.,"[[0, 5, 'LOC']]"
Japan achieved a real GNP growth of 5% last year.,"[[0, 5, 'LOC']]"
Japan is an industrial country.,"[[0, 5, 'LOC']]"
Japan consists of four main islands.,"[[0, 5, 'LOC']]"
Japan is a country surrounded by the sea on all sides.,"[[0, 5, 'LOC']]"
Japan is an island country surrounded by the sea on all sides.,"[[0, 5, 'LOC']]"
Japan is bounded by water on every side.,"[[0, 5, 'LOC']]"
Japan consumes a lot of paper.,"[[0, 5, 'LOC']]"
"Though it is poor in natural resources, Japan has become an economic superpower thanks to international trade.","[[40, 45, 'LOC']]"
Japan has developed her economic growth.,"[[0, 5, 'LOC']]"
Japan has been received into the family of free nations.,"[[0, 5, 'LOC']]"
Japan must depend on foreign trade to make ends meet.,"[[0, 5, 'LOC']]"
Japan is not what it was 15 years ago.,"[[0, 5, 'LOC']]"
Japan depends on the Middle East for 70% of oil it consumes.,"[[0, 5, 'LOC'], [21, 32, 'LOC']]"
Japan depends on the Middle East for 70% of oil it consumes.,"[[0, 5, 'LOC'], [21, 32, 'LOC']]"
Japan has a high population density.,"[[0, 5, 'LOC']]"
Japan produces a lot of good cameras.,"[[0, 5, 'LOC']]"
It is said that Japan is the greatest economic power in the world.,"[[16, 21, 'LOC']]"
"Since Japan is the second greatest economic power in the world, many nations want to learn from her.","[[6, 11, 'LOC']]"
Japan is a leader in the world's high-tech industry.,"[[0, 5, 'LOC']]"
Japan plays an important role in promoting world peace.,"[[0, 5, 'LOC']]"
Japan is one of the greatest economic powers in the world.,"[[0, 5, 'LOC']]"
Japan needed contact with the Western countries.,"[[0, 5, 'LOC'], [30, 37, 'MISC']]"
Japan needed contact with the Western countries.,"[[0, 5, 'LOC'], [30, 37, 'MISC']]"
Don't you think that the taxes are too heavy in Japan?,"[[48, 54, 'LOC']]"
Japan was hard up for oil.,"[[0, 5, 'LOC']]"
Japan depends on foreign countries for oil.,"[[0, 5, 'LOC']]"
